task,activity,pdf_path,error,F,O,T,E,R,C,B,name,id
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/66530.pdf,,1,1,0,0,2,2,,Periscope,30e2f-66530
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/71234.pdf,,,,,,,,,Flag,30e2f-71234
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/71749.pdf,,,,,,,,,Flag,30e2f-71749
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74171.pdf,,,,,,,,,,30e2f-74171
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74411.pdf,,,,,,,,,Hangman,30e2f-74411
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/74432.pdf,,,,,,,,,Hang man,30e2f-74432
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/75615.pdf,,1,1,0,0,1,0,,Cutter,30e2f-75615
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/75788.pdf,,,,,,,,,The hanging,30e2f-75788
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76346.pdf,,,,,,,,,,30e2f-76346
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76440.pdf,,,,,,,,,Hangman,30e2f-76440
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76767.pdf,,,,,,,,,Hangman,30e2f-76767
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76888.pdf,,,,,,,,,Geometric fig,30e2f-76888
bookletb,activity2j,../../data/ttct_figural/Pre-Spring 12 Conrad Am Thru TTCT PRE/76948.pdf,,,,,,,,,,30e2f-76948
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/0312.pdf,,1,1,0,0,1,1,,Arrow,3b845-0312
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/0510.pdf,,,,,,,,,,3b845-0510
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/1629.pdf,,,,,,,,,,3b845-1629
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/1724.pdf,,,,,,,,,,3b845-1724
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3423.pdf,,,,,,,,,,3b845-3423
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3676.pdf,,1,1,1,7,1,1,,My bird house,3b845-3676
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/3834.pdf,,,,,,,,,,3b845-3834
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/5088.pdf,,,,,,,,,,3b845-5088
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/5383.pdf,,,,,,,,,,3b845-5383
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/6051.pdf,,,,,,,,,,3b845-6051
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/6799.pdf,,,,,,,,,,3b845-6799
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/7801.pdf,,1,0,0,6,1,0,,Hangman,3b845-7801
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/9055.pdf,,,,,,,,,,3b845-9055
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L3/k118.pdf,,,,,,,,,Hangman,3b845-k118
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/079811.pdf,,1,0,0,0,1,0,,"""F""",499e0-079811
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/080111.pdf,,1,0,0,6,2,0,,Hang-man game,499e0-080111
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/64533.pdf,,1,0,0,0,2,0,,Hangman,499e0-64533
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/71277.pdf,,1,0,0,0,1,0,,Bed,499e0-71277
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/71369.pdf,,1,0,0,0,2,0,,You know Willie Lynch,499e0-71369
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/75273.pdf,,1,0,0,0,2,0,,Hangman time,499e0-75273
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/75689.pdf,,1,0,0,0,2,1,,Hangman,499e0-75689
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/78555.pdf,,1,1,0,2,0,1,,Stairs to heaven,499e0-78555
bookletb,activity2j,../../data/ttct_figural/Sun Am Mills Fall 2012 TTCT Post/78780.pdf,,1,0,0,2,0,1,,Rest,499e0-78780
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/52578.pdf,,1,0,0,0,2,1,,Hang man,4d7be-52578
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/75197.pdf,,1,0,0,0,2,1,,Hangman,4d7be-75197
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/75262.pdf,,1,0,0,0,2,1,,Sicked hangman,4d7be-75262
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/76063.pdf,,1,1,0,0,0,,,House,4d7be-76063
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77532.pdf,,1,1,1,0,1,1,,Stairs to nowhere,4d7be-77532
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77650.pdf,,1,1,0,0,1,1,,,4d7be-77650
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/77814.pdf,,1,0,0,0,2,0,,Hangman,4d7be-77814
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78213.pdf,,1,0,0,0,0,1,,Triangle,4d7be-78213
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78250.pdf,,1,1,0,0,2,1,,Hangman,4d7be-78250
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78281.pdf,,1,1,1,,0,1,1,Puppet show,4d7be-78281
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/78658.pdf,,1,0,0,0,2,1,,Hangman,4d7be-78658
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/79631.pdf,,1,0,0,0,2,1,,Hangman,4d7be-79631
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/Redacted-AG-11.16.12B.pdf,,1,1,1,0,1,,,Princess of jenovah,4d7be-Redacted-AG-11.16.12B
bookletb,activity2j,../../data/ttct_figural/Fri Am McCammon TTCT Fall 2012/Redacted-CSM-11.16.12B.pdf,,1,0,0,?,2,1,,Hangman,4d7be-Redacted-CSM-11.16.12B
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/66910.pdf,,1,0,0,0,2,0,,Hangman,4ecff-66910
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/67081.pdf,,1,1,1,0,1,1,,Tape from homedepot,4ecff-67081
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/70689.pdf,,1,1,1,2,0,1,,U.N Flags,4ecff-70689
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/70737.pdf,,1,0,0,0,2,0,,Hangman,4ecff-70737
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/72516.pdf,,1,0,0,0,2,0,,Hangman,4ecff-72516
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73110.pdf,,1,0,0,0,2,0,,Hangman,4ecff-73110
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73297.pdf,,1,1,1,1,0,1,,The golfer,4ecff-73297
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/73737.pdf,,1,1,1,0,1,1,,Game room,4ecff-73737
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/76355.pdf,,1,,1,0,0,1,,Flag,4ecff-76355
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/77978.pdf,,1,1,2,2,2,1,,What to do after lab,4ecff-77978
bookletb,activity2j,../../data/ttct_figural/THU PM Drost Post TTCT Fall 2012/79033.pdf,,1,0,1,0,2,1,,Time ran out,4ecff-79033
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/0740.pdf,,,,,,,,,,50984-0740
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1482.pdf,,,,,,,,,,50984-1482
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1565.pdf,,1,0,0,0,0,0,,Hangman,50984-1565
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/1621.pdf,,,,,,,,,Kite,50984-1621
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2414.pdf,,1,0,0,4,0,0,,Hangman,50984-2414
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/2866-unmarked scoresheet.pdf,,,,,,,,,,50984-2866-unmarked scoresheet
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3285.pdf,,1,0,1,0,0,0,,A golf flag,50984-3285
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3677.pdf,,1,1,1,2,0,1,,A beach shower,50984-3677
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3780.pdf,,,,,,,,,,50984-3780
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/3913.pdf,,1,0,0,4,0,0,,,50984-3913
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4180.pdf,,,,,,,,,,50984-4180
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4360.pdf,,1,1,1,2,1,1,,Money bars,50984-4360
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4653.pdf,,,,,,,,,,50984-4653
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/4865.pdf,,,,,,,,,,50984-4865
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/7703.pdf,,,,,,,,,,50984-7703
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E2L1/8251.pdf,,,,,,,,,,50984-8251
bookletb,activity2j,../../data/ttct_figural/Sunday AM Mills TTCT Post Fall12/78470.pdf,,1,0,0,0,1,0,,Flag,5df6c-78470
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/07576.pdf,,1,1,0,2,0,0,,crane,6678b-07576
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/41315.pdf,,,,,,,,,,6678b-41315
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/63435.pdf,,1,1,0,2,2,1,,Barn,6678b-63435
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75211.pdf,,,,,,,,,Flag,6678b-75211
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75288.pdf,,1,0,0,0,0,0,,Hanger,6678b-75288
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/75417.pdf,,1,0,0,0,0,0,,Flag,6678b-75417
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76327.pdf,,1,0,0,0,0,0,,Flag,6678b-76327
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/76853.pdf,,,,,,,,,,6678b-76853
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77577.pdf,,1,0,1,0,0,0,,The shape,6678b-77577
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77589.pdf,,1,0,1,3,1,1,,Hangman noose,6678b-77589
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77637.pdf,,1,1,1,1,0,0,,Basketball pole,6678b-77637
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/77751.pdf,,1,0,0,0,0,0,,Hangman,6678b-77751
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78282.pdf,,1,0,0,0,0,0,,Hangman,6678b-78282
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78380.pdf,,,,,,,,,,6678b-78380
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78388.pdf,,1,1,2,0,0,0,,Line of success,6678b-78388
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/78781.pdf,,1,0,1,2,0,0,,Game of death,6678b-78781
bookletb,activity2j,../../data/ttct_figural/Sun PM Mills Fall 2012 TTCT Post/80537.pdf,,1,0,1,1,0,0,,Man hanging,6678b-80537
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66091.pdf,,1,0,0,0,1,0,0,Flag,67682-66091
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/66158.pdf,,,,,,,,,,67682-66158
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71024.pdf,,1,1,3,2,0,2,0,Love,67682-71024
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/71559.pdf,,1,1,3,2,0,1,0,Torn,67682-71559
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/72978.pdf,,1,0,0,0,0,0,0,,67682-72978
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/73331.pdf,,,,,,,,,,67682-73331
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74052.pdf,,1,0,0,4,2,0,0,,67682-74052
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74221.pdf,,,,,,,,,,67682-74221
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74311.pdf,,,,,,,,,,67682-74311
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74317.pdf,,1,0,0,1,2,0,0,Hang man,67682-74317
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74664.pdf,,1,1,3,2,0,1,0,,67682-74664
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/74915.pdf,,1,1,3,5,0,2,0,The headless killer,67682-74915
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75453.pdf,,1,0,3,6,2,1,0,You lose,67682-75453
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/75830.pdf,,1,0,3,1,0,0,0,Flag of a state,67682-75830
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76049.pdf,,1,0,0,2,2,0,0,Hangman,67682-76049
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/76895.pdf,,1,1,3,2,0,1,0,Creativity,67682-76895
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FRI AM McCammon FSII TTCT-UM/77017.pdf,,,,,,,,,,67682-77017
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0500.pdf,,1,1,0,4,2,2,,Camera,6a8fe-0500
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0647.pdf,,1,0,0,1,0,0,,Hangman,6a8fe-0647
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0772.pdf,,1,0,1,0,0,0,,Noose me,6a8fe-0772
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0773.pdf,,,,,,,,,,6a8fe-0773
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0830.pdf,,1,1,1,3,2,2,,Voltage,6a8fe-0830
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/0993.pdf,,1,1,0,1,1,1,,Door,6a8fe-0993
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1225.pdf,,1,1,1,4,0,0,,T-square,6a8fe-1225
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1293.pdf,,,,,,,,,,6a8fe-1293
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/1938.pdf,,1,0,0,2,0,0,,Hangman,6a8fe-1938
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2166.pdf,,,,,,,,,,6a8fe-2166
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/2597.pdf,,1,0,1,0,0,0,,Triangular flag,6a8fe-2597
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/3380.pdf,,,,,,,,,,6a8fe-3380
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7289.pdf,,1,1,1,0,1,0,,Life,6a8fe-7289
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/7290.pdf,,1,1,2,1,0,1,,The wrong crown,6a8fe-7290
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E0L1/9656.pdf,,1,1,3,11,2,2,,Dangerous house,6a8fe-9656
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/57179.pdf,,,,,,,,,,7cbb2-57179
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68472.pdf,,,,,,,,,Flag,7cbb2-68472
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68528.pdf,,,,,,,,,Hang man,7cbb2-68528
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/68617.pdf,,1,1,2,0,2,1,,The passing of time,7cbb2-68617
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/70449.pdf,,,,,,,,,flag,7cbb2-70449
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/73113.pdf,,,,,,,,,The hangman game,7cbb2-73113
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/74688.pdf,,,,,,,,,,7cbb2-74688
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/74943.pdf,,1,1,1,1,1,1,,The boling chamber,7cbb2-74943
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76298.pdf,,1,1,3,0,1,0,,Boxed in,7cbb2-76298
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76805.pdf,,,,,,,,,Hangman,7cbb2-76805
bookletb,activity2j,../../data/ttct_figural/Mills Am 213 Sunday TTCT/76952.pdf,,,,,,,,,Loser,7cbb2-76952
bookletb,activity2j,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/69224.pdf,,1,0,1,0,2,0,,Rihanna Rater R album,80aa8-69224
bookletb,activity2j,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/78096.pdf,,1,0,1,2,2,0,,The end!,80aa8-78096
bookletb,activity2j,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/79194.pdf,,1,1,1,0,1,1,,Paper torn,80aa8-79194
bookletb,activity2j,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/80410.pdf,,1,1,1,0,1,1,,Right turn arrow,80aa8-80410
bookletb,activity2j,../../data/ttct_figural/Eberhart Pm CA 213 TTCT Post Fall 2012/80411.pdf,,1,1,0,0,1,0,,,80aa8-80411
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/62203-68203_Fri Am Gumbs TTCT.pdf,,,,,,,,,,80e16-62203-68203_Fri Am Gumbs TTCT
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/67842_Unmatched.pdf,,1,0,2,3,0,0,0,Dom rep flag,80e16-67842_Unmatched
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/75119_Unmatched.pdf,,1,0,0,1,2,0,0,Hang man,80e16-75119_Unmatched
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/74748_Unmatched.pdf,,,,,,,,,,9f143-74748_Unmatched
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/75532_Unmatched.pdf,,,,,,,,,,9f143-75532_Unmatched
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/Eberhart PM SAT TTCT EOL3_UM/76345_Unmatched.pdf,,1,1,0,0,0,0,0,,9f143-76345_Unmatched
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/50452.pdf,,,,,,,,,Hang man game,a5ad6-50452
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/66251.pdf,,,,,,,,,hang man,a5ad6-66251
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/70538.pdf,,,,,,,,,Hang man,a5ad6-70538
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/70590.pdf,,,,,,,,,Hang man game,a5ad6-70590
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/72595.pdf,,,,,,,,,Hangman,a5ad6-72595
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/73134.pdf,,,,,,,,,Flag,a5ad6-73134
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74144.pdf,,1,1,0,1,2,1,,Train,a5ad6-74144
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74312.pdf,,1,1,2,2,1,2,,Sleeping in the sun,a5ad6-74312
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74340.pdf,,,,,,,,,Dead lyched,a5ad6-74340
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74372.pdf,,1,1,0,0,2,2,,River,a5ad6-74372
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/74653.pdf,,,,,,,,,Boot upside down,a5ad6-74653
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75077.pdf,,,,,,,,,Hangman,a5ad6-75077
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75506.pdf,,,,,,,,,Mario brothers,a5ad6-75506
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/75549.pdf,,,,,,,,,"Hang man ""You Lose""",a5ad6-75549
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/76290.pdf,,1,1,0,0,2,0,,,a5ad6-76290
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/76294.pdf,,,,,,,,,Golf flag,a5ad6-76294
bookletb,activity2j,../../data/ttct_figural/Jobsis AM Thu E1L1 TTCT Pre/77880.pdf,,,,,,,,,The ultimate sandwich,a5ad6-77880
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/0371.pdf,,,,,,,,,,a6a3a-0371
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/0465.pdf,,1,0,1,0,0,0,,A square or a piece put in,a6a3a-0465
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/1600.pdf,,1,1,0,3,1,1,,Jug,a6a3a-1600
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/1607.pdf,,,,,,,,,,a6a3a-1607
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2183.pdf,,1,0,0,1,0,0,,Hang man,a6a3a-2183
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2516.pdf,,1,1,1,0,0,0,,Unidentified letter,a6a3a-2516
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/2792.pdf,,1,1,0,2,1,0,,no packing,a6a3a-2792
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/3313.pdf,,,,,,,,,,a6a3a-3313
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/3401.pdf,,1,0,1,1,1,1,,Golf hole flag,a6a3a-3401
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/8295.pdf,,1,1,1,4,1,0,,Baby blanket,a6a3a-8295
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/9636.pdf,,1,0,0,0,0,0,,Letter E,a6a3a-9636
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/RD-NP171411.pdf,,1,0,1,0,0,0,,The upside down boots,a6a3a-RD-NP171411
bookletb,activity2j,../../data/ttct_figural/TTCT Pre ASS SS2011 E1L2/RD-NP1911.pdf,,,,,,,,,Unknown,a6a3a-RD-NP1911
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/0172.pdf,,,,,,,,,Yoga man,ae4f2-0172
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/0753.pdf,,,,,,,,,,ae4f2-0753
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/0782.pdf,,,,,,,,,,ae4f2-0782
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1033.pdf,,,,,,,,,Hang man,ae4f2-1033
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E2LI/B/1103.pdf,,,,,,,,,Mario's flag pole,ae4f2-1103
bookletb,activity2j,../../data/ttct_figural/Unmatched/Booklets/FS10 TTCT Pre E2LI-E0LI_UM/E0LI/B/1235.pdf,,,,,,,,,,ae4f2-1235
